trusted_year,trusted_grain,region_code,azienda_code,organization_code,azienda_name,trusted_a2_value,trusted_source_cell,proxy_label,composition,composition_source,composition_grain,institute_scope,drg391_handling,onere4_handling,proxy_year,proxy_value,comparison_status,trusted_over_proxy,proxy_minus_trusted,proxy_relative_difference,note
2023,azienda,130,202,130202,LANCIANO-VASTO-CHIETI,236856,Dati_Rpt!D5,public_inpatient_activity_proxy,beds_2023_total_context,beds_2023,azienda,public_and_private_accredited,not_applicable,not_applicable,2023,1072,capacity_not_activity_not_compared,,,,"Bed capacity attributed to the Azienda by the source (includes private accredited beds); shown for context, never compared with activity."
2023,azienda,130,203,130203,PESCARA,245894,Dati_Rpt!D6,public_inpatient_activity_proxy,sdo_region_acute_ro_days_plus_dh_accesses,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2023,azienda,130,203,130203,PESCARA,245894,Dati_Rpt!D6,public_inpatient_activity_proxy,sdo_region_acute_ro_days_only,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2023,azienda,130,203,130203,PESCARA,245894,Dati_Rpt!D6,public_inpatient_activity_proxy,sdo_region_all_activity_days_plus_accesses,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2023,azienda,130,203,130203,PESCARA,245894,Dati_Rpt!D6,public_inpatient_activity_proxy,sdo_region_all_days_excluding_accesses,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2023,azienda,130,203,130203,PESCARA,245894,Dati_Rpt!D6,public_inpatient_activity_proxy,hsp_azienda_public_ordinary_days,hospital_structure_activity_2022,azienda,public_and_equiparati_presidi_only,not_determinable_from_source,not_determinable_from_source,2022,215714,year_mismatch,,,,Trusted year 2023 and proxy year 2022 do not overlap. Values are shown side by side for orientation only; no ratio is formed.
2023,azienda,130,203,130203,PESCARA,245894,Dati_Rpt!D6,public_inpatient_activity_proxy,beds_2023_total_context,beds_2023,azienda,public_and_private_accredited,not_applicable,not_applicable,2023,1333,capacity_not_activity_not_compared,,,,"Bed capacity attributed to the Azienda by the source (includes private accredited beds); shown for context, never compared with activity."
2023,azienda,130,204,130204,TERAMO,228195,Dati_Rpt!D7,public_inpatient_activity_proxy,sdo_region_acute_ro_days_plus_dh_accesses,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2023,azienda,130,204,130204,TERAMO,228195,Dati_Rpt!D7,public_inpatient_activity_proxy,sdo_region_acute_ro_days_only,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2023,azienda,130,204,130204,TERAMO,228195,Dati_Rpt!D7,public_inpatient_activity_proxy,sdo_region_all_activity_days_plus_accesses,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2023,azienda,130,204,130204,TERAMO,228195,Dati_Rpt!D7,public_inpatient_activity_proxy,sdo_region_all_days_excluding_accesses,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2023,azienda,130,204,130204,TERAMO,228195,Dati_Rpt!D7,public_inpatient_activity_proxy,hsp_azienda_public_ordinary_days,hospital_structure_activity_2022,azienda,public_and_equiparati_presidi_only,not_determinable_from_source,not_determinable_from_source,2022,188757,year_mismatch,,,,Trusted year 2023 and proxy year 2022 do not overlap. Values are shown side by side for orientation only; no ratio is formed.
2023,azienda,130,204,130204,TERAMO,228195,Dati_Rpt!D7,public_inpatient_activity_proxy,beds_2023_total_context,beds_2023,azienda,public_and_private_accredited,not_applicable,not_applicable,2023,838,capacity_not_activity_not_compared,,,,"Bed capacity attributed to the Azienda by the source (includes private accredited beds); shown for context, never compared with activity."
2023,region,130,,,"Regional total (sum of 201-204, verified)",948180,Dati_Rpt!D8,public_inpatient_activity_proxy,sdo_region_acute_ro_days_plus_dh_accesses,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,2024,1022331,year_mismatch,,,,Trusted year 2023 and proxy year 2024 do not overlap. Values are shown side by side for orientation only; no ratio is formed.
2023,region,130,,,"Regional total (sum of 201-204, verified)",948180,Dati_Rpt!D8,public_inpatient_activity_proxy,sdo_region_acute_ro_days_only,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,2024,910332,year_mismatch,,,,Trusted year 2023 and proxy year 2024 do not overlap. Values are shown side by side for orientation only; no ratio is formed.
2023,region,130,,,"Regional total (sum of 201-204, verified)",948180,Dati_Rpt!D8,public_inpatient_activity_proxy,sdo_region_all_activity_days_plus_accesses,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,2024,1199341,year_mismatch,,,,Trusted year 2023 and proxy year 2024 do not overlap. Values are shown side by side for orientation only; no ratio is formed.
2023,region,130,,,"Regional total (sum of 201-204, verified)",948180,Dati_Rpt!D8,public_inpatient_activity_proxy,sdo_region_all_days_excluding_accesses,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,2024,1087179,year_mismatch,,,,Trusted year 2023 and proxy year 2024 do not overlap. Values are shown side by side for orientation only; no ratio is formed.
2023,region,130,,,"Regional total (sum of 201-204, verified)",948180,Dati_Rpt!D8,public_inpatient_activity_proxy,hsp_azienda_public_ordinary_days,hospital_structure_activity_2022,azienda,public_and_equiparati_presidi_only,not_determinable_from_source,not_determinable_from_source,,,grain_not_applicable,,,,Composition is defined at azienda grain; trusted case is region grain.
2024,azienda,130,201,130201,AVEZZANO-SULMONA-L'AQUILA,243208,Dati_Rpt!E4,public_inpatient_activity_proxy,sdo_region_acute_ro_days_plus_dh_accesses,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2024,azienda,130,201,130201,AVEZZANO-SULMONA-L'AQUILA,243208,Dati_Rpt!E4,public_inpatient_activity_proxy,sdo_region_acute_ro_days_only,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2024,azienda,130,201,130201,AVEZZANO-SULMONA-L'AQUILA,243208,Dati_Rpt!E4,public_inpatient_activity_proxy,sdo_region_all_activity_days_plus_accesses,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2024,azienda,130,201,130201,AVEZZANO-SULMONA-L'AQUILA,243208,Dati_Rpt!E4,public_inpatient_activity_proxy,sdo_region_all_days_excluding_accesses,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2024,azienda,130,201,130201,AVEZZANO-SULMONA-L'AQUILA,243208,Dati_Rpt!E4,public_inpatient_activity_proxy,hsp_azienda_public_ordinary_days,hospital_structure_activity_2022,azienda,public_and_equiparati_presidi_only,not_determinable_from_source,not_determinable_from_source,2022,211038,year_mismatch,,,,Trusted year 2024 and proxy year 2022 do not overlap. Values are shown side by side for orientation only; no ratio is formed.
2024,azienda,130,201,130201,AVEZZANO-SULMONA-L'AQUILA,243208,Dati_Rpt!E4,public_inpatient_activity_proxy,beds_2023_total_context,beds_2023,azienda,public_and_private_accredited,not_applicable,not_applicable,2023,1188,capacity_not_activity_not_compared,,,,"Bed capacity attributed to the Azienda by the source (includes private accredited beds); shown for context, never compared with activity."
2024,azienda,130,202,130202,LANCIANO-VASTO-CHIETI,236469,Dati_Rpt!E5,public_inpatient_activity_proxy,sdo_region_acute_ro_days_plus_dh_accesses,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2024,azienda,130,202,130202,LANCIANO-VASTO-CHIETI,236469,Dati_Rpt!E5,public_inpatient_activity_proxy,sdo_region_acute_ro_days_only,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2024,azienda,130,202,130202,LANCIANO-VASTO-CHIETI,236469,Dati_Rpt!E5,public_inpatient_activity_proxy,sdo_region_all_activity_days_plus_accesses,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2024,azienda,130,202,130202,LANCIANO-VASTO-CHIETI,236469,Dati_Rpt!E5,public_inpatient_activity_proxy,sdo_region_all_days_excluding_accesses,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2024,azienda,130,202,130202,LANCIANO-VASTO-CHIETI,236469,Dati_Rpt!E5,public_inpatient_activity_proxy,hsp_azienda_public_ordinary_days,hospital_structure_activity_2022,azienda,public_and_equiparati_presidi_only,not_determinable_from_source,not_determinable_from_source,2022,209880,year_mismatch,,,,Trusted year 2024 and proxy year 2022 do not overlap. Values are shown side by side for orientation only; no ratio is formed.
2024,azienda,130,202,130202,LANCIANO-VASTO-CHIETI,236469,Dati_Rpt!E5,public_inpatient_activity_proxy,beds_2023_total_context,beds_2023,azienda,public_and_private_accredited,not_applicable,not_applicable,2023,1072,capacity_not_activity_not_compared,,,,"Bed capacity attributed to the Azienda by the source (includes private accredited beds); shown for context, never compared with activity."
2024,azienda,130,203,130203,PESCARA,247985,Dati_Rpt!E6,public_inpatient_activity_proxy,sdo_region_acute_ro_days_plus_dh_accesses,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2024,azienda,130,203,130203,PESCARA,247985,Dati_Rpt!E6,public_inpatient_activity_proxy,sdo_region_acute_ro_days_only,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2024,azienda,130,203,130203,PESCARA,247985,Dati_Rpt!E6,public_inpatient_activity_proxy,sdo_region_all_activity_days_plus_accesses,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2024,azienda,130,203,130203,PESCARA,247985,Dati_Rpt!E6,public_inpatient_activity_proxy,sdo_region_all_days_excluding_accesses,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2024,azienda,130,203,130203,PESCARA,247985,Dati_Rpt!E6,public_inpatient_activity_proxy,hsp_azienda_public_ordinary_days,hospital_structure_activity_2022,azienda,public_and_equiparati_presidi_only,not_determinable_from_source,not_determinable_from_source,2022,215714,year_mismatch,,,,Trusted year 2024 and proxy year 2022 do not overlap. Values are shown side by side for orientation only; no ratio is formed.
2024,azienda,130,203,130203,PESCARA,247985,Dati_Rpt!E6,public_inpatient_activity_proxy,beds_2023_total_context,beds_2023,azienda,public_and_private_accredited,not_applicable,not_applicable,2023,1333,capacity_not_activity_not_compared,,,,"Bed capacity attributed to the Azienda by the source (includes private accredited beds); shown for context, never compared with activity."
2024,azienda,130,204,130204,TERAMO,235383,Dati_Rpt!E7,public_inpatient_activity_proxy,sdo_region_acute_ro_days_plus_dh_accesses,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2024,azienda,130,204,130204,TERAMO,235383,Dati_Rpt!E7,public_inpatient_activity_proxy,sdo_region_acute_ro_days_only,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2024,azienda,130,204,130204,TERAMO,235383,Dati_Rpt!E7,public_inpatient_activity_proxy,sdo_region_all_activity_days_plus_accesses,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2024,azienda,130,204,130204,TERAMO,235383,Dati_Rpt!E7,public_inpatient_activity_proxy,sdo_region_all_days_excluding_accesses,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2024,azienda,130,204,130204,TERAMO,235383,Dati_Rpt!E7,public_inpatient_activity_proxy,hsp_azienda_public_ordinary_days,hospital_structure_activity_2022,azienda,public_and_equiparati_presidi_only,not_determinable_from_source,not_determinable_from_source,2022,188757,year_mismatch,,,,Trusted year 2024 and proxy year 2022 do not overlap. Values are shown side by side for orientation only; no ratio is formed.
2024,azienda,130,204,130204,TERAMO,235383,Dati_Rpt!E7,public_inpatient_activity_proxy,beds_2023_total_context,beds_2023,azienda,public_and_private_accredited,not_applicable,not_applicable,2023,838,capacity_not_activity_not_compared,,,,"Bed capacity attributed to the Azienda by the source (includes private accredited beds); shown for context, never compared with activity."
2024,region,130,,,"Regional total (sum of 201-204, verified)",963045,Dati_Rpt!E8,public_inpatient_activity_proxy,sdo_region_acute_ro_days_plus_dh_accesses,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,2024,1022331,compared_same_year_same_grain,0.942008997086071,59286,0.06156098624674859,Single-region observation; see summary before drawing any conclusion.
2024,region,130,,,"Regional total (sum of 201-204, verified)",963045,Dati_Rpt!E8,public_inpatient_activity_proxy,sdo_region_acute_ro_days_only,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,2024,910332,compared_same_year_same_grain,1.0579052477557638,-52713,-0.05473576001121443,Single-region observation; see summary before drawing any conclusion.
2024,region,130,,,"Regional total (sum of 201-204, verified)",963045,Dati_Rpt!E8,public_inpatient_activity_proxy,sdo_region_all_activity_days_plus_accesses,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,2024,1199341,compared_same_year_same_grain,0.8029784690092309,236296,0.24536340461764508,Single-region observation; see summary before drawing any conclusion.
2024,region,130,,,"Regional total (sum of 201-204, verified)",963045,Dati_Rpt!E8,public_inpatient_activity_proxy,sdo_region_all_days_excluding_accesses,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,2024,1087179,compared_same_year_same_grain,0.8858200903439084,124134,0.1288974035481208,Single-region observation; see summary before drawing any conclusion.
2024,region,130,,,"Regional total (sum of 201-204, verified)",963045,Dati_Rpt!E8,public_inpatient_activity_proxy,hsp_azienda_public_ordinary_days,hospital_structure_activity_2022,azienda,public_and_equiparati_presidi_only,not_determinable_from_source,not_determinable_from_source,,,grain_not_applicable,,,,Composition is defined at azienda grain; trusted case is region grain.
2025,azienda,130,201,130201,AVEZZANO-SULMONA-L'AQUILA,238048,Dati_Rpt!F4,public_inpatient_activity_proxy,sdo_region_acute_ro_days_plus_dh_accesses,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2025,azienda,130,201,130201,AVEZZANO-SULMONA-L'AQUILA,238048,Dati_Rpt!F4,public_inpatient_activity_proxy,sdo_region_acute_ro_days_only,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2025,azienda,130,201,130201,AVEZZANO-SULMONA-L'AQUILA,238048,Dati_Rpt!F4,public_inpatient_activity_proxy,sdo_region_all_activity_days_plus_accesses,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2025,azienda,130,201,130201,AVEZZANO-SULMONA-L'AQUILA,238048,Dati_Rpt!F4,public_inpatient_activity_proxy,sdo_region_all_days_excluding_accesses,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2025,azienda,130,201,130201,AVEZZANO-SULMONA-L'AQUILA,238048,Dati_Rpt!F4,public_inpatient_activity_proxy,hsp_azienda_public_ordinary_days,hospital_structure_activity_2022,azienda,public_and_equiparati_presidi_only,not_determinable_from_source,not_determinable_from_source,2022,211038,year_mismatch,,,,Trusted year 2025 and proxy year 2022 do not overlap. Values are shown side by side for orientation only; no ratio is formed.
2025,azienda,130,201,130201,AVEZZANO-SULMONA-L'AQUILA,238048,Dati_Rpt!F4,public_inpatient_activity_proxy,beds_2023_total_context,beds_2023,azienda,public_and_private_accredited,not_applicable,not_applicable,2023,1188,capacity_not_activity_not_compared,,,,"Bed capacity attributed to the Azienda by the source (includes private accredited beds); shown for context, never compared with activity."
2025,azienda,130,202,130202,LANCIANO-VASTO-CHIETI,238298,Dati_Rpt!F5,public_inpatient_activity_proxy,sdo_region_acute_ro_days_plus_dh_accesses,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2025,azienda,130,202,130202,LANCIANO-VASTO-CHIETI,238298,Dati_Rpt!F5,public_inpatient_activity_proxy,sdo_region_acute_ro_days_only,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2025,azienda,130,202,130202,LANCIANO-VASTO-CHIETI,238298,Dati_Rpt!F5,public_inpatient_activity_proxy,sdo_region_all_activity_days_plus_accesses,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2025,azienda,130,202,130202,LANCIANO-VASTO-CHIETI,238298,Dati_Rpt!F5,public_inpatient_activity_proxy,sdo_region_all_days_excluding_accesses,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2025,azienda,130,202,130202,LANCIANO-VASTO-CHIETI,238298,Dati_Rpt!F5,public_inpatient_activity_proxy,hsp_azienda_public_ordinary_days,hospital_structure_activity_2022,azienda,public_and_equiparati_presidi_only,not_determinable_from_source,not_determinable_from_source,2022,209880,year_mismatch,,,,Trusted year 2025 and proxy year 2022 do not overlap. Values are shown side by side for orientation only; no ratio is formed.
2025,azienda,130,202,130202,LANCIANO-VASTO-CHIETI,238298,Dati_Rpt!F5,public_inpatient_activity_proxy,beds_2023_total_context,beds_2023,azienda,public_and_private_accredited,not_applicable,not_applicable,2023,1072,capacity_not_activity_not_compared,,,,"Bed capacity attributed to the Azienda by the source (includes private accredited beds); shown for context, never compared with activity."
2025,azienda,130,203,130203,PESCARA,248922,Dati_Rpt!F6,public_inpatient_activity_proxy,sdo_region_acute_ro_days_plus_dh_accesses,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2025,azienda,130,203,130203,PESCARA,248922,Dati_Rpt!F6,public_inpatient_activity_proxy,sdo_region_acute_ro_days_only,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2025,azienda,130,203,130203,PESCARA,248922,Dati_Rpt!F6,public_inpatient_activity_proxy,sdo_region_all_activity_days_plus_accesses,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2025,azienda,130,203,130203,PESCARA,248922,Dati_Rpt!F6,public_inpatient_activity_proxy,sdo_region_all_days_excluding_accesses,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2025,azienda,130,203,130203,PESCARA,248922,Dati_Rpt!F6,public_inpatient_activity_proxy,hsp_azienda_public_ordinary_days,hospital_structure_activity_2022,azienda,public_and_equiparati_presidi_only,not_determinable_from_source,not_determinable_from_source,2022,215714,year_mismatch,,,,Trusted year 2025 and proxy year 2022 do not overlap. Values are shown side by side for orientation only; no ratio is formed.
2025,azienda,130,203,130203,PESCARA,248922,Dati_Rpt!F6,public_inpatient_activity_proxy,beds_2023_total_context,beds_2023,azienda,public_and_private_accredited,not_applicable,not_applicable,2023,1333,capacity_not_activity_not_compared,,,,"Bed capacity attributed to the Azienda by the source (includes private accredited beds); shown for context, never compared with activity."
2025,azienda,130,204,130204,TERAMO,227497,Dati_Rpt!F7,public_inpatient_activity_proxy,sdo_region_acute_ro_days_plus_dh_accesses,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2025,azienda,130,204,130204,TERAMO,227497,Dati_Rpt!F7,public_inpatient_activity_proxy,sdo_region_acute_ro_days_only,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2025,azienda,130,204,130204,TERAMO,227497,Dati_Rpt!F7,public_inpatient_activity_proxy,sdo_region_all_activity_days_plus_accesses,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2025,azienda,130,204,130204,TERAMO,227497,Dati_Rpt!F7,public_inpatient_activity_proxy,sdo_region_all_days_excluding_accesses,sdo_report_2024_cap2,region,all_sdo_reporting_institutes,excluded_by_source_definition,not_excluded,,,grain_not_applicable,,,,Composition is defined at region grain; trusted case is azienda grain.
2025,azienda,130,204,130204,TERAMO,227497,Dati_Rpt!F7,public_inpatient_activity_proxy,hsp_azienda_public_ordinary_days,hospital_structure_activity_2022,azienda,public_and_equiparati_presidi_only,not_determinable_from_source,not_determinable_from_source,2022,188757,year_mismatch,,,,Trusted year 2025 and proxy year 2022 do not overlap. Values are shown side by side for orientation only; no ratio is formed.
2025,azienda,130,204,130204,TERAMO,227497,Dati_Rpt!F7,public_inpatient_activity_proxy,beds_2023_total_context,beds_2023,azienda,public_and_private_accredited,not_applicable,not_applicable,2023,838,capacity_not_activity_not_compared,,,,"Bed capacity attributed to the Azienda by the source (includes private accredited beds); shown for context, never compared with activity."
