aic,description,spend_eur,resolved,confidence,method,unresolved_category,units,content_per_unit_mg,total_content_mg,source_note
031938424,"SODIO CLORURO FKI*0,9% 40FL100",130388.72,False,Unresolved,unresolved,other,,,,
037030119,"ULTRATECHNEKOW*1GEN 11,43GBQ 5",130358.8,False,Unresolved,unresolved,other,,,,
035691359,"ARANESP*SC 1PEN 20MCG 0,5ML",130338.05,True,Validated,parsed:direct_strength,,1,0.02,0.02,1PEN 20MCG
045936061,ADYNOVI*EV 500UI+FL SOLV 2ML,130007.74,False,Unresolved,unresolved,other,,,,
045181029,NINLARO*3CPS 3MG,129937.5,True,Validated,parsed:direct_strength,,3,3.0,9.0,3CPS 3MG
042233027,INLYTA*56CPR RIV 1MG,129753.0,True,Validated,parsed:direct_strength,,56,1.0,56.0,56CPR RIV 1MG
034091076,"REBIF*SC 4CART 22MCG/0,5ML",129700.99,False,Unresolved,unresolved,other,,,,
044887089,UPTRAVI*60CPR RIV 1200MCG,129687.81,True,Validated,parsed:direct_strength,,60,1.2,72.0,60CPR RIV 1200MCG
032830186,XENETIX 350*FL 100ML 350MG/ML,129443.6,True,Candidate,parsed:implied_unit_vol_conc,,1,35000.0,35000.0,FL 100ML 350MG/ML
023202056,"SOLUMEDROL*IM EV FL500MG+7,8ML",129373.99,True,Candidate,parsed:single_value_assumed_unit,,1,500.0,500.0,500MG
048441012,TAVLESSE*60CPR RIV 100MG FL,128912.33,True,Validated,parsed:direct_strength,,60,100.0,6000.0,60CPR RIV 100MG
046339089,STEGLATRO*28CPR RIV 15MG,128898.0,True,Validated,parsed:direct_strength,,28,15.0,420.0,28CPR RIV 15MG
049442066,ONTOZRY*28CPR RIV 100MG,128629.37,True,Validated,parsed:direct_strength,,28,100.0,2800.0,28CPR RIV 100MG
050307014,ENJAYMO*INFUS 1FL 50MG/ML 22ML,128306.64,False,Unresolved,unresolved,other,,,,
049750021,ASPAVELI*SC 8FL 1080MG 20ML,128238.74,True,Validated,parsed:direct_strength,,8,1080.0,8640.0,8FL 1080MG
041258233,"RIVASTIGMINA ZENT*30CER9,5MG/D",127982.51,False,Unresolved,unresolved,other,,,,
050595026,IMJUDO*EV 1FL 15ML 20MG/ML,127600.0,True,Validated,parsed:vol_conc,,1,300.0,300.0,1FL 15ML 20MG/ML
044557027,OBIZUR*EV 5FL 500U/ML,127600.0,False,Unresolved,unresolved,other,,,,
045252018,ZINPLAVA*INFUS 40ML 25MG/ML,127311.3,False,Unresolved,unresolved,other,,,,
043906080,XADAGO*30CPR RIV 100MG,125986.84,True,Validated,parsed:direct_strength,,30,100.0,3000.0,30CPR RIV 100MG
049571021,BYLVAY*30CPS 400MCG FL,125885.76,True,Validated,parsed:direct_strength,,30,0.4,12.0,30CPS 400MCG
049692039,"VOXZOGO*SC 10FL 1,2MG",125319.53,True,Validated,parsed:direct_strength,,10,1.2,12.0,"10FL 1,2MG"
050699014,EPYSQLI*EV 1FL 300MG 30ML,124678.4,True,Validated,parsed:direct_strength,,1,300.0,300.0,1FL 300MG
040192015,FIRDAPSE*100CPR 10MG,124660.0,True,Validated,parsed:direct_strength,,100,10.0,1000.0,100CPR 10MG
045059033,DAPTOMICINA HIK*1FL POLV 500MG,124613.64,True,Validated,parsed:direct_strength,,1,500.0,500.0,1FL POLV 500MG
045671017,PLENVU*OS POLV 1TRATTAM(3BUST),124372.18,False,Unresolved,unresolved,other,,,,
035681081,EBIXA*56CPR RIV 10MG,123043.22,True,Validated,parsed:direct_strength,,56,10.0,560.0,56CPR RIV 10MG
037141037,SEVOFLURANE BAX*6FL 250ML 100%,122087.06,False,Unresolved,unresolved,other,,,,
049614124,VERQUVO*14CPR RIV 5MG,121563.02,True,Validated,parsed:direct_strength,,14,5.0,70.0,14CPR RIV 5MG
037030095,"ULTRATECHNEKOW*1GEN 9,53GBQ5ML",121515.77,False,Unresolved,unresolved,other,,,,
038962205,OSSIGENO*CRIOGEN 45LT MOBILE,121344.99,False,Unresolved,unresolved,oxygen_gas,,,,
027686094,NORDITROPIN NORDIFLEX*1PEN 5MG,120873.63,True,Validated,parsed:direct_strength,,1,5.0,5.0,1PEN 5MG
042035042,DACEPTON*SC 5FL 5MG/ML 20ML,120685.56,False,Unresolved,unresolved,other,,,,
037025071,"PRIMOVIST*1SIR 10ML 0,25MMOL/M",120667.8,False,Unresolved,unresolved,other,,,,
048393033,DAPTOMICINA ACC*1FL POLV 500MG,120384.31,True,Validated,parsed:direct_strength,,1,500.0,500.0,1FL POLV 500MG
006152021,TRIMETON*INIET 5F 1ML 10MG,119915.92,True,Candidate,parsed:single_value_assumed_unit,,1,10.0,10.0,10MG
030705026,EPSOCLAR*INFUS 10F 25000UI 5ML,119824.94,False,Unresolved,unresolved,other,,,,
040267039,FLEBOGAMMA DIF*EV FL 100ML 5G,119515.13,True,Candidate,parsed:single_value_assumed_unit,,1,5000.0,5000.0,5G
032921114,FOSTIMON*5FL 150UI/ML+5SIR,119456.39,False,Unresolved,unresolved,multi_active_combo,,,,
035606110,"ARIXTRA*SC 10SIR 5MG 0,4ML",119456.06,True,Validated,parsed:direct_strength,,10,5.0,50.0,10SIR 5MG
037057041,REMODULIN*EV SC 20ML 10MG/ML,119350.0,False,Unresolved,unresolved,other,,,,
050443023,"XIMLUCI*INIET 0,23ML 10MG/ML+A",119163.0,False,Unresolved,unresolved,multi_active_combo,,,,
044039143,ENOXAPARINA ROVI*10SIR 6000UI,118877.67,False,Unresolved,unresolved,other,,,,
043693011,IMBRUVICA*90CPS 140MG FL,118427.8,True,Validated,parsed:direct_strength,,90,140.0,12600.0,90CPS 140MG
024744070,FEIBA*FL 1000UF+BAXJECT II HF,118201.54,False,Unresolved,unresolved,other,,,,
033344021,VERACER*10F 25000UI 5ML,117781.81,False,Unresolved,unresolved,other,,,,
045679014,CUPRIOR*72CPR RIV 150MG,117590.71,True,Validated,parsed:direct_strength,,72,150.0,10800.0,72CPR RIV 150MG
036850055,LEVEMIR*FLEX 5PEN 3ML 100U/ML,117513.36,False,Unresolved,unresolved,other,,,,
037097209,FOZNOL*90CPR MAST 1000MG FL,116318.46,True,Validated,parsed:direct_strength,,90,1000.0,90000.0,90CPR MAST 1000MG
043333071,"ADEMPAS*42CPR RIV 1,5MG",116189.41,True,Validated,parsed:direct_strength,,42,1.5,63.0,"42CPR RIV 1,5MG"
035418060,COPAXONE*SC 12SIR 40MG/ML,115709.46,False,Unresolved,unresolved,other,,,,
049826098,CIBINQO*28CPR RIV 100MG,115603.18,True,Validated,parsed:direct_strength,,28,100.0,2800.0,28CPR RIV 100MG
037225099,COMPETACT*56CPR RIV 15MG+850MG,115411.84,True,Validated,parsed:direct_strength,,56,15.0,840.0,56CPR RIV 15MG
034510014,BREATHQUALITY-UBT*OS 75MG 10ML,115002.8,True,Candidate,parsed:single_value_assumed_unit,,1,75.0,75.0,75MG
045996055,CUTAQUIG*SC 1FL 24ML 165MG/ML,114491.2,True,Validated,parsed:vol_conc,,1,3960.0,3960.0,1FL 24ML 165MG/ML
037400138,SPRYCEL*30CPR RIV 80MG,113879.32,True,Validated,parsed:direct_strength,,30,80.0,2400.0,30CPR RIV 80MG
026844276,GENOTROPIN MINI*4TBF 2MG,113782.96,True,Candidate,parsed:single_value_assumed_unit,,1,2.0,2.0,2MG
050299015,PEPAXTI*INFUS EV 20MG 1FL,113620.53,True,Candidate,parsed:single_value_assumed_unit,,1,20.0,20.0,20MG
035609041,TRACLEER*56CPR RIV 125MG,112607.49,True,Validated,parsed:direct_strength,,56,125.0,7000.0,56CPR RIV 125MG
050185026,SCEMBLIX*60CPR RIV 20MG,112589.73,True,Validated,parsed:direct_strength,,60,20.0,1200.0,60CPR RIV 20MG
050635061,SOTYKTU*28CPR RIV 6MG+CALEN,111937.07,True,Validated,parsed:direct_strength,,28,6.0,168.0,28CPR RIV 6MG
041397100,VOTUBIA*30CPR DISPERS 2MG,111183.75,True,Validated,parsed:direct_strength,,30,2.0,60.0,30CPR DISPERS 2MG
018610028,CARNITENE*EV 5F 5ML 1G/5ML,110225.64,False,Unresolved,unresolved,other,,,,
041873011,CAPRELSA*30CPR RIV 100MG,109995.72,True,Validated,parsed:direct_strength,,30,100.0,3000.0,30CPR RIV 100MG
046342085,STEGLUJAN*28CPR RIV 15MG+100MG,109918.01,True,Validated,parsed:direct_strength,,28,15.0,420.0,28CPR RIV 15MG
039132220,OSSIGENO*CRIOGEN 1500LT FISSO,109672.42,False,Unresolved,unresolved,oxygen_gas,,,,
046996017,KYMRIAH*EV 1-3 SACCHE,109635.7,False,Unresolved,unresolved,other,,,,
045990052,CEFEPIME QILU*INF 10FL 2G,109503.85,True,Validated,parsed:direct_strength,,10,2000.0,20000.0,10FL 2G
045567017,"TESTAVAN*GEL 85,5G 56D 20MG/G",109449.64,True,Candidate,parsed:single_value_assumed_unit,,1,85500.0,85500.0,"85,5G"
035724121,LANTUS*SC 1FL 100U/ML 10ML,109379.11,False,Unresolved,unresolved,other,,,,
036511032,MYFORTIC*100CPR GASTR 180MG,108875.39,True,Validated,parsed:direct_strength,,100,180.0,18000.0,100CPR GASTR 180MG
049826148,CIBINQO*28CPR RIV 200MG,108867.89,True,Validated,parsed:direct_strength,,28,200.0,5600.0,28CPR RIV 200MG
049682014,"OZAWADE*30CPR RIV 4,5MG FL",108862.99,True,Validated,parsed:direct_strength,,30,4.5,135.0,"30CPR RIV 4,5MG"
051360028,FRUZAQLA*21CPS 5MG FL,108798.55,True,Validated,parsed:direct_strength,,21,5.0,105.0,21CPS 5MG
050418019,"LIVMARLI*OS FL 30ML 9,5MG/ML+S",108675.13,True,Candidate,parsed:implied_unit_vol_conc,,1,285.0,285.0,"FL 30ML 9,5MG/ML"
033308014,CAELYX PEG*EV 1FL 10ML 2MG/ML,108638.03,True,Validated,parsed:vol_conc,,1,20.0,20.0,1FL 10ML 2MG/ML
043375056,VOKANAMET*60CPR 50+1000MG FL,108628.97,True,Candidate,parsed:single_value_assumed_unit,,1,1000.0,1000.0,1000MG
047002098,CREONIPE*100CPS 420MG 35000U,108257.77,True,Validated,parsed:direct_strength,,100,420.0,42000.0,100CPS 420MG
035983028,CARBAGLU*60CPR DISP 200MG FL,108191.7,True,Validated,parsed:direct_strength,,60,200.0,12000.0,60CPR DISP 200MG
033177027,THYMOGLOBULINE*1F 25MG 5MG/ML,107879.37,True,Validated,parsed:direct_strength,,1,25.0,25.0,1F 25MG
050942061,JAYPIRCA*56CPR RIV 100MG,107877.01,True,Validated,parsed:direct_strength,,56,100.0,5600.0,56CPR RIV 100MG
048984049,KAFTRIO*28BUST GRAT75+50+100MG,107523.89,True,Candidate,parsed:single_value_assumed_unit,,1,100.0,100.0,100MG
034964167,"GADOVIST*SIR 10ML 1,0MMOL/ML",107312.67,False,Unresolved,unresolved,other,,,,
006275010,EPARINA VISTER*F 10ML5000UI/ML,107173.91,False,Unresolved,unresolved,other,,,,
044563056,ELOCTA*IV 1FL 1000UI+SIR PRERI,106873.23,False,Unresolved,unresolved,other,,,,
036145062,HOSPASOL*2SA 5LT 145MMOL/LT,106592.51,False,Unresolved,unresolved,other,,,,
034152049,MULTIHANCE*EV 1F 20ML,106332.6,False,Unresolved,unresolved,other,,,,
034478026,LIDOFAST*GEL URETR 25MG/G 15G,106257.37,True,Candidate,parsed:single_value_assumed_unit,,1,15000.0,15000.0,15G
040381067,PARACETAMOLO KAB*INF 10FL100ML,106126.86,False,Unresolved,unresolved,other,,,,
048399101,RINVOQ*28CPR 45MG RP,105813.41,True,Validated,parsed:direct_strength,,28,45.0,1260.0,28CPR 45MG
030679017,NORADRENALINA*EV 5F 2MG 1ML,105789.09,True,Validated,parsed:direct_strength,,5,2.0,10.0,5F 2MG
035683073,"PEGASYS*SC SIR 0,5ML 180MCG+AG",105474.18,True,Candidate,parsed:single_value_assumed_unit,,1,0.18,0.18,180MCG
050889017,INAQOVI*5CPR 35MG+100MG,105314.5,True,Validated,parsed:direct_strength,,5,35.0,175.0,5CPR 35MG
040383010,FLUORODOPA 18F CUR*FL 90MBQ/ML,104927.33,False,Unresolved,unresolved,other,,,,
048057018,"TALZENNA*30CPS 0,25MG FL",104925.06,True,Validated,parsed:direct_strength,,30,0.25,7.5,"30CPS 0,25MG"
049207020,"TRESUVI*1FL 10ML 2,5MG/ML",104868.28,True,Validated,parsed:vol_conc,,1,25.0,25.0,"1FL 10ML 2,5MG/ML"
043535018,TRANSLARNA*30BUST 125MG,104624.08,True,Validated,parsed:direct_strength,,30,125.0,3750.0,30BUST 125MG
038327019,"TORISEL*EV 1FL 30MG+1FL 1,8ML",103757.95,True,Validated,parsed:direct_strength,,1,30.0,30.0,1FL 30MG
039184066,UNIFOL*INFUS 5FL 10MG/ML 20ML,103598.9,False,Unresolved,unresolved,other,,,,
039941392,OLIMEL*N12E INF 10SACCHE 650ML,103503.4,False,Unresolved,unresolved,other,,,,
036849127,PROPOFOL KABI*10FL 50ML 1000MG,103393.4,True,Candidate,parsed:single_value_assumed_unit,,1,1000.0,1000.0,1000MG
029796012,CELLCEPT*100CPS 250MG,103350.04,True,Validated,parsed:direct_strength,,100,250.0,25000.0,100CPS 250MG
040716084,SMOFKABIVEN*4SACC 1477ML C/EL,103323.18,False,Unresolved,unresolved,other,,,,
047089026,"IMFINZI*EV 1FL 2,4ML 50MG/ML",102939.4,True,Validated,parsed:vol_conc,,1,120.0,120.0,"1FL 2,4ML 50MG/ML"
050973015,SKYCLARYS*90CPS 50MG,102930.69,True,Validated,parsed:direct_strength,,90,50.0,4500.0,90CPS 50MG
049430034,NEXPOVIO*20CPR RIV 20MG,102796.46,True,Validated,parsed:direct_strength,,20,20.0,400.0,20CPR RIV 20MG
038919167,VIMPAT*INFUS 1FL 20ML 10MG/ML,102024.28,True,Validated,parsed:vol_conc,,1,200.0,200.0,1FL 20ML 10MG/ML
044891024,"IDELVION*EV FL 500UI+FL 2,5ML",101930.4,False,Unresolved,unresolved,other,,,,
049737048,PALMEUX*IM 1SIR 100MG RP+2AGHI,101583.65,True,Validated,parsed:direct_strength,,1,100.0,100.0,1SIR 100MG
044996015,"ENTECAVIR KA*30CPR RIV 0,5MG",101385.96,True,Validated,parsed:direct_strength,,30,0.5,15.0,"30CPR RIV 0,5MG"
040774073,NUMETA*INF 10SACCHE 300ML G13E,101254.61,False,Unresolved,unresolved,other,,,,
048105011,CUFENCE*100CPS 200MG,101028.45,True,Validated,parsed:direct_strength,,100,200.0,20000.0,100CPS 200MG
049737051,PALMEUX*IM 1SIR 150MG RP+2AGHI,100449.52,True,Validated,parsed:direct_strength,,1,150.0,150.0,1SIR 150MG
035691637,"ARANESP*SC EV 1SIR 50MCG 0,5ML",100400.76,True,Validated,parsed:direct_strength,,1,0.05,0.05,1SIR 50MCG
035681105,EBIXA*28CPR RIV 20MG,100246.06,True,Validated,parsed:direct_strength,,28,20.0,560.0,28CPR RIV 20MG
025561022,SOFARGEN*CREMA 50G 1%,99694.97,True,Candidate,parsed:single_value_assumed_unit,,1,50000.0,50000.0,50G
042735062,BOSULIF*28CPR RIV 400MG,99419.52,True,Validated,parsed:direct_strength,,28,400.0,11200.0,28CPR RIV 400MG
046889059,"HYRIMOZ*SC 2PEN 0,8ML 40MG",99052.8,True,Candidate,parsed:single_value_assumed_unit,,1,40.0,40.0,40MG
036086104,"CALCIO LEVOFOL TE*1FL 17,5ML",98517.45,False,Unresolved,unresolved,other,,,,
041004021,XEPLION*1SIR IM 50MG RP+2AGHI,97758.48,True,Validated,parsed:direct_strength,,1,50.0,50.0,1SIR IM 50MG
028039028,NORUXOL*UNG 30G,97371.37,True,Authoritative,aifa_ingredient_authoritative,,,,1.0,COLLAGENASI 1milligrammi
041381029,BENLYSTA*EV 1FL 400MG,97170.48,True,Validated,parsed:direct_strength,,1,400.0,400.0,1FL 400MG
030773232,RINGER LATTATO FKI*20FL 500ML,97029.79,False,Unresolved,unresolved,other,,,,
043028012,ORPHACOL*30CPS 50MG,97029.73,True,Validated,parsed:direct_strength,,30,50.0,1500.0,30CPS 50MG
044016018,KENGREXAL*10FL INFUS 50MG,97017.91,True,Validated,parsed:direct_strength,,10,50.0,500.0,10FL INFUS 50MG
026270088,"FLUXUM*SC 6SIR 0,4ML 4250UIAXA",96953.96,False,Unresolved,unresolved,other,,,,
038633044,TYVERB*70CPR RIV 250MG FL,96525.52,True,Validated,parsed:direct_strength,,70,250.0,17500.0,70CPR RIV 250MG
033216019,GLUCOSIO SCLAVO*SCIR 150ML 75G,96472.94,True,Candidate,parsed:single_value_assumed_unit,,1,75000.0,75000.0,75G
042804029,"HYQVIA*SC 1FL 50ML+1FL 2,5ML",96397.85,False,Unresolved,unresolved,other,,,,
029485099,"PROGRAF*30CPS 0,5MG",95874.3,True,Validated,parsed:direct_strength,,30,0.5,15.0,"30CPS 0,5MG"
036964017,XYREM*OS SOLUZ 180ML 500MG/ML,95649.05,False,Unresolved,unresolved,other,,,,
035946209,"HUMIRA*SC 1PEN 0,8ML 80MG+2TAM",95613.71,True,Candidate,parsed:single_value_assumed_unit,,1,80.0,80.0,80MG
042644310,IMATINIB TEVA*120CPS 100MG,95598.6,True,Validated,parsed:direct_strength,,120,100.0,12000.0,120CPS 100MG
045833011,MICOFENOLATO M TIL*50CPR 500MG,95584.11,True,Validated,parsed:direct_strength,,50,500.0,25000.0,50CPR 500MG
035698024,"BALANCE*1,5% 2000ML 4SACCHE",95559.36,False,Unresolved,unresolved,other,,,,
043867011,OTEZLA*27CPR 4X10+4X20+19X30MG,95377.59,True,Candidate,parsed:single_value_assumed_unit,,1,30.0,30.0,30MG
035851017,INVANZ*EV FL 1G,95282.14,True,Candidate,parsed:single_value_assumed_unit,,1,1000.0,1000.0,1G
026738070,"SELEPARINA*10SIR 5700UI/0,6ML",95166.01,False,Unresolved,unresolved,other,,,,
041445014,GABESATO MES LIM*1F 100MG+F5ML,94178.24,True,Validated,parsed:direct_strength,,1,100.0,100.0,1F 100MG
044176016,EQUINGAM*INF 5F 5ML 50MG/ML,94050.0,True,Validated,parsed:vol_conc,,5,250.0,1250.0,5F 5ML 50MG/ML
027184035,"ENDOPROST*INF 0,05MG/0,5ML+SIR",94000.43,False,Unresolved,unresolved,other,,,,
037400088,SPRYCEL*60CPR RIV 50MG,93989.67,True,Validated,parsed:direct_strength,,60,50.0,3000.0,60CPR RIV 50MG
045616113,IMRALDI*SC 2SIR 40MG +2TAMPONI,93811.2,True,Validated,parsed:direct_strength,,2,40.0,80.0,2SIR 40MG
038944056,OSSIGENO*COMPR 200BAR 10LT VAL,93499.12,False,Unresolved,unresolved,oxygen_gas,,,,
046170092,CUSTODIOL*SOLUZ 4 SACCHE2000ML,93310.98,False,Unresolved,unresolved,other,,,,
045488018,REFIXIA*EV 1FL 500UI+SIR4ML+ST,93016.0,False,Unresolved,unresolved,other,,,,
038904557,OSSIGENO*COMPR 200BAR 50LT,92872.0,False,Unresolved,unresolved,oxygen_gas,,,,
026844365,GENOTROPIN*GOQUICK 1PEN 12MG,92832.29,True,Validated,parsed:direct_strength,,1,12.0,12.0,1PEN 12MG
038252096,EUCREAS*60CPR RIV 50MG+1000MG,92565.55,True,Validated,parsed:direct_strength,,60,50.0,3000.0,60CPR RIV 50MG
034091037,REBIF*SC 12SIR 6MUI 22MCG,92537.71,True,Candidate,parsed:single_value_assumed_unit,,1,0.022,0.022,22MCG
038190308,BINOCRIT*6SIR 2.000UI 1ML+DISP,92404.68,False,Unresolved,unresolved,other,,,,
051057014,"UZPRUVO*SC 1SIR 45MG 0,5ML",92342.25,True,Validated,parsed:direct_strength,,1,45.0,45.0,1SIR 45MG
044561013,"PRAXBIND*2FL EV 2,5G 50ML",92217.12,True,Validated,parsed:direct_strength,,2,2500.0,5000.0,"2FL EV 2,5G"
050855028,"TEPKINLY*SC 1F 48MG/0,8ML",91869.35,False,Unresolved,unresolved,other,,,,
046927048,RXULTI*28CPR RIV 1MG,91773.24,True,Validated,parsed:direct_strength,,28,1.0,28.0,28CPR RIV 1MG
038631014,FIRAZYR*SC 1SIR30MG 3ML10MG/ML,91345.29,True,Validated,parsed:direct_strength,,1,30.0,30.0,1SIR30MG
026844237,"GENOTROPIN MINI*4TBF 1,2MG",91097.05,True,Candidate,parsed:single_value_assumed_unit,,1,1.2,1.2,"1,2MG"
032192041,"AMUKINE MED*SPR CUT 200ML0,05%",90958.26,False,Unresolved,unresolved,other,,,,
031909132,POTASSIO CL FKI*20F 10ML2MEQ/M,90655.88,True,Authoritative,aifa_ingredient_authoritative,,,,15000.0,POTASSIO CLORURO 15grammi
035143027,OCTAGAM*FL 100ML 5%,89684.65,False,Unresolved,unresolved,other,,,,
046343113,"SEGLUROMET*56CPR 2,5MG+1000MG",89680.36,True,Validated,parsed:direct_strength,,56,2.5,140.0,"56CPR 2,5MG"
050695016,OMVOH*EV 1F 300MG 15ML 20MG/ML,89670.76,True,Validated,parsed:direct_strength,,1,300.0,300.0,1F 300MG
049099070,DABIGATRAN ETE EG*60CPS 110MG,89626.86,True,Validated,parsed:direct_strength,,60,110.0,6600.0,60CPS 110MG
038844027,CONFIDEX 1000*EV POLV+FL 40ML,89572.12,False,Unresolved,unresolved,other,,,,
035691409,"ARANESP*SC 1PEN 100MCG 0,5ML",89463.64,True,Validated,parsed:direct_strength,,1,0.1,0.1,1PEN 100MCG
050360092,TEREBYO*28CPR RIV 14MG,89350.8,True,Validated,parsed:direct_strength,,28,14.0,392.0,28CPR RIV 14MG
037175066,"PHYSIONEAL*40 GL 5SA 2LT 2,27%",88728.56,False,Unresolved,unresolved,other,,,,
035946122,"HUMIRA*SC 2SIR 0,4ML 40MG+2TAM",88616.0,True,Candidate,parsed:single_value_assumed_unit,,1,40.0,40.0,40MG
036766044,AMOXICILLINA AC CLA IB*10FL1G+,88396.15,True,Validated,parsed:direct_strength,,10,1000.0,10000.0,10FL1G
027083082,SANDOSTATINA LAR*FL 10MG+SIR+2,88147.2,True,Authoritative,aifa_ingredient_authoritative,,,,11.2,OCTREOTIDE ACETATO 11.2milligrammi
043396023,NAXIGLO*SC FL 25ML 160MG/ML,88011.8,True,Candidate,parsed:implied_unit_vol_conc,,1,4000.0,4000.0,FL 25ML 160MG/ML
047414014,GANCICLOVIR MEDAC*1FL 500MG,87965.75,True,Validated,parsed:direct_strength,,1,500.0,500.0,1FL 500MG
040278044,GEMSOL*INF 1FL 1G 25ML 40MG/ML,87482.69,True,Validated,parsed:direct_strength,,1,1000.0,1000.0,1FL 1G
044887077,UPTRAVI*60CPR RIV 1000MCG,87338.52,True,Validated,parsed:direct_strength,,60,1.0,60.0,60CPR RIV 1000MCG
039231030,ZYPADHERA*IM 1FL 405MG+F RP,86898.35,True,Validated,parsed:direct_strength,,1,405.0,405.0,1FL 405MG
048246021,TALIDOMIDE ACC*28CPS 50MG,86875.29,True,Validated,parsed:direct_strength,,28,50.0,1400.0,28CPS 50MG
031239092,ELETTROL REINT NA*20FL 500ML,86804.33,False,Unresolved,unresolved,other,,,,
051376123,POMALIDOMIDE ACC*21CPS 2MG,86665.98,True,Validated,parsed:direct_strength,,21,2.0,42.0,21CPS 2MG
045990025,CEFEPIME QILU*INF 10FL 1G,86455.11,True,Validated,parsed:direct_strength,,10,1000.0,10000.0,10FL 1G
025266166,IG VENA*EV 1FL 100ML 50G/L+SET,86430.21,False,Unresolved,unresolved,other,,,,
045060011,KISPLYX*30CPS 4MG,86410.95,True,Validated,parsed:direct_strength,,30,4.0,120.0,30CPS 4MG
048763015,CABAZITAXEL DR*EV 1FL 60MG,86331.79,True,Validated,parsed:direct_strength,,1,60.0,60.0,1FL 60MG
027860156,ZITROMAX*EV 1FL 500MG POLV,86055.44,True,Validated,parsed:direct_strength,,1,500.0,500.0,1FL 500MG
049774019,PROTAMINA SOLFATO*EV 5F 5ML,85706.77,False,Unresolved,unresolved,other,,,,
043531019,"ENVARSUS*30CPR 0,75MG RP",85345.41,True,Validated,parsed:direct_strength,,30,0.75,22.5,"30CPR 0,75MG"
044702025,ONCASPAR*EV IM 750U/ML POLV,84931.82,False,Unresolved,unresolved,other,,,,
043519091,KALYDECO*OS GRAT 28BUST 75MG,84530.04,True,Validated,parsed:direct_strength,,28,75.0,2100.0,28BUST 75MG
029610110,METADONE CLOR MOL*OS 5MG/ML20M,84465.22,False,Unresolved,unresolved,other,,,,
036587018,ALIMTA*1FL POLV 500MG,84356.8,True,Validated,parsed:direct_strength,,1,500.0,500.0,1FL POLV 500MG
044568018,"RAVICTI*1FL 25ML 1,1G/ML+ADATT",84239.08,True,Validated,parsed:vol_conc,,1,27500.0,27500.0,"1FL 25ML 1,1G/ML"
049619012,"EVKEEZA*EV 1FL 150MG/ML 2,3ML",84064.56,False,Unresolved,unresolved,other,,,,
050964081,EBGLYSS*2PEN 250MG 2ML,84060.25,True,Validated,parsed:direct_strength,,2,250.0,500.0,2PEN 250MG
044291019,OPDIVO*INFUS 1FL 4ML 10MG/ML,83798.36,True,Validated,parsed:vol_conc,,1,40.0,40.0,1FL 4ML 10MG/ML
039365010,VICTOZA*SC 2PEN 3ML 6MG/ML,83602.35,True,Validated,parsed:vol_conc,,2,18.0,36.0,2PEN 3ML 6MG/ML
037869031,ESMOCARD*INFUS POLV FL 2500MG,83206.97,True,Candidate,parsed:single_value_assumed_unit,,1,2500.0,2500.0,2500MG
038190423,"BINOCRIT*6SIR 8.000UI 0,8ML",83189.97,False,Unresolved,unresolved,other,,,,
043023035,GIOTRIF*28CPR RIV 20MG,83147.64,True,Validated,parsed:direct_strength,,28,20.0,560.0,28CPR RIV 20MG
039941125,OLIMEL*N5E INF 4SACCHE 2000ML,83032.92,False,Unresolved,unresolved,other,,,,
050982014,"ZILBRYSQ*SC 7SIR 0,416ML",82912.25,False,Unresolved,unresolved,other,,,,
039300076,AZOTO PROTOSS*BOMB LIQ 30KG,82617.6,False,Unresolved,unresolved,other,,,,
042118024,CLARITROMICINA HIK*10FL 500MG,82518.35,True,Validated,parsed:direct_strength,,10,500.0,5000.0,10FL 500MG
047885052,CONFEROPORT*60CPS 1MG RP,82240.68,True,Validated,parsed:direct_strength,,60,1.0,60.0,60CPS 1MG
032887010,RILUTEK*56CPR RIV 50MG,82045.06,True,Authoritative,aifa_ingredient_authoritative,,,,50.0,RILUZOLO 50milligrammi
040267078,FLEBOGAMMA DIF*EV 100ML 10G,81970.9,True,Candidate,parsed:single_value_assumed_unit,,1,10000.0,10000.0,10G
039260017,IRESSA*30CPR RIV 250MG,81924.97,True,Validated,parsed:direct_strength,,30,250.0,7500.0,30CPR RIV 250MG
038381606,"RETACRIT*1SIR 4.000UI 0,4ML",81498.02,False,Unresolved,unresolved,other,,,,
039551015,SAMSCA*10CPR 15MG,81331.33,True,Validated,parsed:direct_strength,,10,15.0,150.0,10CPR 15MG
038381683,RETACRIT*1SIR 10.000UI 1ML,81283.97,False,Unresolved,unresolved,other,,,,
023779061,HOLOXAN*EV 1FL 1G,81000.73,True,Validated,parsed:direct_strength,,1,1000.0,1000.0,1FL 1G
044202137,JINARC*28CPR 30MG+28CPR 90MG,80492.63,True,Validated,parsed:direct_strength,,28,30.0,840.0,28CPR 30MG
044015016,TENKASI*EV 3FL POLV 400MG,80468.36,True,Validated,parsed:direct_strength,,3,400.0,1200.0,3FL POLV 400MG
045673023,COPEMYLTRI*12SIR 40MG/ML 1ML,80372.15,False,Unresolved,unresolved,other,,,,
036870044,ORFADIN*60CPS 20MG FL,80294.65,True,Validated,parsed:direct_strength,,60,20.0,1200.0,60CPS 20MG
033121118,AMPICILLINA BIOPH*EV IM 100FL,80137.78,False,Unresolved,unresolved,other,,,,
038218018,"ADVAGRAF*30CPS 0,5MG RP",80036.76,True,Validated,parsed:direct_strength,,30,0.5,15.0,"30CPS 0,5MG"
